Scode,Coname,Anncdate,Num,Suplnm,Conumb,Lstrorn,LstScode,Ctlprtrlat,Suplpa,Suplpart
股票代码,公司简称,,,供应商名称,公司编号,,公司股票代码,参控关系,,
000001,平安银行,2014-08-19,3.0,深圳市银之杰科技股份有限公司,AZ0348079,,300085,,1701900.0,0.0366
000001,平安银行,2015-03-17,4.0,安徽淘礼网科技有限公司,AZ0203336,,,,10223400.0,0.13849999999999998
000001,平安银行,2015-08-17,5.0,深圳手付通科技有限公司,AZ0349098,,,,404000.0,0.04769999999999999
000001,平安银行,2015-09-14,6.0,上海翼码信息科技股份有限公司,AZ0073424,,,,1296300.0,0.0294
000001,平安银行,2015-12-03,7.0,上海雷珏信息科技股份有限公司,AZ0076029,,,,1367200.0,0.0621
000002,万科A,2014-08-22,2.0,北京东方雨虹防水技术股份有限公司,AZ0000820,,002271,,205750300.0,0.0872
000002,万科A,2014-08-28,3.0,佛山欧神诺陶瓷有限公司,AZ0114751,,,,48732000.0,0.0753
000002,万科A,2015-01-30,4.0,江苏捷阳科技集团股份有限公司,AZ0299566,,,,2395300.0,0.0141
000002,万科A,2015-12-04,5.0,江西奇信集团股份有限公司,AZ0304994,,002781,,67049700.0,0.026000000000000002
000002,万科A,2015-12-18,6.0,广州华苑园林股份有限公司,AZ0237764,,,,32021600.0,0.073
000002,万科A,2015-12-25,7.0,同策房产咨询集团股份有限公司,AZ0163517,,,,36314800.0,0.042
000002,万科A,2015-12-31,8.0,日立电梯(中国)有限公司,AZ0034721,,,联营公司,950000000.0,0.0105
000004,国华网安,2013-12-31,10.0,江苏通州二建建设工程公司,AZ0021278,,,,7209825.47,0.1368
000004,国华网安,2013-12-31,6.0,同济大学建筑设计研究院集团有限公司,AZ0016117,,,,2090654.27,0.0397
000004,国华网安,2013-12-31,7.0,河南天方药业股份有限公司,AZ0005916,,600253,子公司,2452500.0,0.04650000000000001
000004,国华网安,2013-12-31,8.0,广东电白建设集团有限公司,AZ0003744,,,,24936341.25,0.473
000004,国华网安,2013-12-31,9.0,上海汤始建华管桩有限公司,AZ0021279,,,,5269404.0,0.1
000004,国华网安,2014-12-31,11.0,上海安义生化实业有限公司,AZ0012087,,,,2273925.0,0.0174
000004,国华网安,2014-12-31,12.0,江苏通州二建建设工程公司,AZ0021278,,,,22933000.0,0.17559999999999998
000004,国华网安,2014-12-31,13.0,广东电白建设集团有限公司,AZ0003744,,,,24235006.82,0.1855
000004,国华网安,2014-12-31,14.0,浙江海翔药业股份有限公司,AZ0018847,,002099,,2717948.72,0.0208
000004,国华网安,2014-12-31,15.0,广东电白-安徽铜陵,AZ0021280,,,,31256501.69,0.23929999999999998
000004,国华网安,2015-12-31,16.0,广东电白建设集团有限公司,AZ0003744,,,,16000000.0,0.21170000000000003
000004,国华网安,2015-12-31,17.0,通力电梯有限公司,AZ0016094,,,,1641890.0,0.0217
000004,国华网安,2015-12-31,18.0,江苏通州二建建设工程有限公司,AZ0021278,,,,27035531.11,0.3577
000004,国华网安,2015-12-31,19.0,南通麒麟建筑安装工程有限公司,AZ0009707,,,,3607215.0,0.04769999999999999
000004,国华网安,2015-12-31,20.0,上海安义生化实业有限公司,AZ0012087,,,,6186624.01,0.0819
000005,ST星源(退市),2013-12-31,10.0,永欢海鲜,AZ0021284,,,,635783.05,0.046
000005,ST星源(退市),2013-12-31,6.0,深圳市罗湖区金前牛百叶档,AZ0021286,,,,267594.0,0.0194
000005,ST星源(退市),2013-12-31,7.0,深圳深岩燃气同乐储备站,AZ0021285,,,,277300.0,0.02
000005,ST星源(退市),2013-12-31,8.0,深圳市世纪春天农副产品发展有限公司,AZ0014175,,,,296794.66,0.0215
000005,ST星源(退市),2013-12-31,9.0,深圳市深辉宝进出口有限公司,AZ0014152,,,,425521.78,0.0308
000005,ST星源(退市),2014-12-31,11.0,深圳市商盈电器有限公司,AZ0014149,,,,132450.0,0.0095
000005,ST星源(退市),2014-12-31,12.0,深圳深岩燃气有限公司同乐储备站,AZ0021285,,,,322340.0,0.0232
000005,ST星源(退市),2014-12-31,13.0,深圳市罗湖区深明盛商行,AZ0021287,,,,352514.2,0.0254
000005,ST星源(退市),2014-12-31,14.0,深圳市世纪春天农副产品发展有限公司,AZ0014175,,,,793289.76,0.0571
000005,ST星源(退市),2014-12-31,15.0,深圳市鹏盛食品配送有限公司,AZ0014103,,,,829861.06,0.059800000000000006
000005,ST星源(退市),2015-12-31,16.0,宁波市鄞州一滴水环保科技有限公司,AZ0021288,,,,1519691.0,0.1065
000005,ST星源(退市),2015-12-31,17.0,宁波万利德企业管理服务有限公司,AZ0010114,,,,2000000.0,0.1401
000005,ST星源(退市),2015-12-31,18.0,宁波明臻建设工程有限公司,AZ0010018,,,,2100000.0,0.1471
000005,ST星源(退市),2015-12-31,19.0,广东民升建设工程有限公司,AZ0003842,,,,5330000.0,0.3734
000005,ST星源(退市),2015-12-31,20.0,玉环县三星环保设备有限公司,AZ0021289,,,,935200.0,0.0655
000006,深振业A,2013-12-31,1.0,南宁市国土资源局,AZ0009661,,,,182865128.0,0.06559999999999999
000006,深振业A,2013-12-31,2.0,东莞市国土资源局,AZ0021293,,,,285800000.0,0.1024
000006,深振业A,2013-12-31,3.0,深圳市建业建筑工程有限公司,AZ0021292,,,,309109282.34,0.1108
000006,深振业A,2013-12-31,4.0,深圳市第一建筑工程有限公司,AZ0013855,,,,345531743.33,0.12390000000000001
000006,深振业A,2013-12-31,5.0,天津市国土资源局,AZ0021291,,,,790000000.0,0.2832
000006,深振业A,2014-12-31,10.0,天津市国土资源及房屋管理局,AZ0021295,,,,555000000.0,0.1553
000006,深振业A,2014-12-31,6.0,广州市国土资源和房屋管理局,AZ0021294,,,,1015000000.0,0.2841
000006,深振业A,2014-12-31,7.0,西安市土地储备交易中心,AZ0016995,,,,306831700.0,0.0859
000006,深振业A,2014-12-31,8.0,深圳市第一建筑工程有限公司,AZ0013855,,,,308272311.11,0.0863
000006,深振业A,2014-12-31,9.0,深圳市建业建筑工程有限公司,AZ0021292,,,,392499281.56,0.1099
000006,深振业A,2015-12-31,11.0,广州市国土资源和房屋管理局,AZ0021294,,,,1038525444.0,0.3935
000006,深振业A,2015-12-31,12.0,中天建设集团有限公司,AZ0020548,,,,115541188.0,0.0438
000006,深振业A,2015-12-31,13.0,南宁市国土资源局,AZ0009661,,,,159083880.0,0.0603
000006,深振业A,2015-12-31,14.0,深圳建业工程集团股份有限公司,AZ0013735,,,,166334928.4,0.063
000006,深振业A,2015-12-31,15.0,深圳市第一建筑工程有限公司,AZ0013855,,,,191741188.56,0.0727
000007,全新好,2013-12-31,10.0,厦门中健农超新农业有限公司,AZ0021301,,,,2358991.66,0.0412
000007,全新好,2013-12-31,6.0,厦门成香食品有限公司,AZ0011011,,,,1186625.44,0.0207
000007,全新好,2013-12-31,7.0,厦门民星农产品有限公司,AZ0011061,,,,1256974.3,0.0217
000007,全新好,2013-12-31,8.0,香港中非资源投资有限公司,AZ0021302,,,,1356600.0,0.023700000000000002
000007,全新好,2013-12-31,9.0,厦门鑫龙珠贸易有限公司,AZ0011118,,,,1805486.34,0.0315
000007,全新好,2014-12-31,11.0,厦门成香食品有限公司,AZ0011011,,,,1390785.9,0.0147
000007,全新好,2014-12-31,12.0,厦门鑫龙珠贸易有限公司,AZ0011118,,,,2221579.74,0.0235
000007,全新好,2014-12-31,13.0,福建文盛矿业有限公司,AZ0378177,,,,22763100.0,0.13140000000000002
000007,全新好,2014-12-31,14.0,澳大利亚艾璐卡资源有限公司,AZ0021303,,,,26159211.6,0.2768
000007,全新好,2014-12-31,15.0,厦门中健农超新农业有限公司,AZ0021301,,,,2831451.4,0.03
000007,全新好,2014-12-31,16.0,香港广新中非资源投资有限公司,AZ0021299,,,,35056700.0,0.2023
000007,全新好,2014-12-31,17.0,米纳克亚太有限公司,AZ0021298,,,,35095200.0,0.2025
000007,全新好,2014-12-31,18.0,厦门国投节能有限公司,AZ0011026,,,,44615400.0,0.2575
000007,全新好,2014-12-31,19.0,江苏汇鸿国际集团莱茵达有限公司,AZ0007445,,,,48470000.0,0.513
000007,全新好,2015-12-31,20.0,厦门成香食品有限公司,AZ0011011,,,,1072296.78,0.049699999999999994
000007,全新好,2015-12-31,21.0,厦门民星农产品有限公司,AZ0011061,,,,1483865.0,0.0688
000007,全新好,2015-12-31,22.0,厦门鑫龙珠贸易有限公司,AZ0011118,,,,1587660.2,0.0736
000007,全新好,2015-12-31,23.0,厦门中健农超新农业有限公司,AZ0021301,,,,1962812.54,0.0909
000007,全新好,2015-12-31,24.0,厦门市春河贸易有限公司,AZ0021304,,,,644256.56,0.029900000000000003
000008,神州高铁,2014-12-31,1.0,日成盈发商行/嘉兴隆,AZ0021306,,,,16802613.58,0.1734
000008,神州高铁,2014-12-31,2.0,宝松利实业(深圳市新乐加酒业有限公司),AZ0021308,,,,7009175.83,0.0723
000008,神州高铁,2014-12-31,3.0,华发东成贸易公司(华发),AZ0021307,,,,7869505.29,0.0812
000009,中国宝安,2013-12-31,10.0,海南第六建设工程公司,AZ0021310,,,,77196809.98,0.0311
000009,中国宝安,2013-12-31,6.0,九州通医药集团股份有限公司,AZ0008273,,600998,,61578790.18,0.0248
000009,中国宝安,2013-12-31,7.0,湖北康辉医药有限公司,AZ0006257,,,,63591650.34,0.0256
000009,中国宝安,2013-12-31,8.0,北京中关村开发建设股份有限公司,AZ0001633,,,子公司,66187500.0,0.026600000000000002
000009,中国宝安,2013-12-31,9.0,北京城乡一建设工程有限责任公司,AZ0000769,,,,67790630.0,0.0273
000009,中国宝安,2014-12-31,11.0,湛江市聚鑫新能源有限公司,AZ0018439,,,,59318182.2,0.0233
000009,中国宝安,2014-12-31,12.0,湖北奥克药业有限公司,AZ0021312,,,,65167327.74,0.0256
000009,中国宝安,2014-12-31,13.0,湖北康辉医药有限公司,AZ0006257,,,,66157836.6,0.026000000000000002
000009,中国宝安,2014-12-31,14.0,华润新龙医药有限公司,AZ0021311,,,,66757190.44,0.0263
000009,中国宝安,2014-12-31,15.0,百色大成科技有限公司,AZ0000519,,,,77390850.3,0.0304
000010,美丽生态,2014-12-31,10.0,宁波翼升电器有限公司,AZ0010130,,,,9370745.0,0.0509
000010,美丽生态,2014-12-31,6.0,宁波甬源劳务派遣有限公司,AZ0010138,,,,11000000.0,0.059699999999999996
000010,美丽生态,2014-12-31,7.0,宁波瑞宇劳务发展有限公司,AZ0010033,,,,13783283.5,0.0748
000010,美丽生态,2014-12-31,8.0,呼图壁县天然气开发总站,AZ0021316,,,,22697139.31,0.1232
000010,美丽生态,2014-12-31,9.0,温州中港混凝土有限公司,AZ0016358,,,,9369201.6,0.0509
000010,美丽生态,2015-12-31,11.0,宁波甬源劳务派遣有限公司,AZ0010138,,,,101338580.0,0.1338
000010,美丽生态,2015-12-31,12.0,阜宁盛景园林工程有限公司,AZ0003515,,,,33753016.22,0.0446
000010,美丽生态,2015-12-31,13.0,中科盛博建设集团有限公司,AZ0020344,,,,48084768.0,0.0635
000010,美丽生态,2015-12-31,14.0,温州中港混凝土有限公司,AZ0016358,,,,74000000.0,0.0977
000010,美丽生态,2015-12-31,15.0,茶陵县鑫贸工贸有限责任公司,AZ0021317,,,,87760000.0,0.1159
000011,深物业A,2014-12-31,10.0,深圳市物业工程建设监理有限公司,AZ0014232,,,子公司,9206000.0,0.019
000011,深物业A,2014-12-31,6.0,深圳市日昇园林绿化有限公司,AZ0014119,,,,14928880.0,0.0308
000011,深物业A,2014-12-31,7.0,徐州市铜山供电公司,AZ0021320,,,,21258077.0,0.0438
000011,深物业A,2014-12-31,8.0,中建三局第二建设工程有限责任公司,AZ0020297,,,,375586019.69,0.7744
000011,深物业A,2014-12-31,9.0,中国建筑第二工程局有限公司,AZ0019694,,,子公司,44249361.09,0.09119999999999999
000011,深物业A,2015-12-31,11.0,江苏邗建集团有限公司,AZ0007387,,,,191395517.25,0.205
000011,深物业A,2015-12-31,12.0,中国建筑第二工程局有限公司,AZ0019694,,,子公司,22892655.32,0.0245
000011,深物业A,2015-12-31,13.0,深圳市东通汽车贸易有限公司,AZ0013861,,,,23218000.0,0.024900000000000002
000011,深物业A,2015-12-31,14.0,深圳市荣建智能系统有限公司,AZ0014120,,,,3429721.85,0.0037
000011,深物业A,2015-12-31,15.0,中国建筑第四工程局有限公司,AZ0019700,,,子公司,630394206.29,0.6753
000012,南玻A,2015-08-21,1.0,甘肃金刚光伏股份有限公司,AZ0370904,,300093,,7876800.0,0.0425
000012,南玻A,2015-11-30,2.0,湘潭宏大真空技术股份有限公司,AZ0359843,,,,1722300.0,0.0194
000014,沙河股份,2014-12-31,21.0,一期农民工保障金,AZ0021336,,,,1688240.44,0.1515
000014,沙河股份,2014-12-31,22.0,二期I农民工保障金,AZ0021335,,,,1713505.22,0.15380000000000002
000014,沙河股份,2014-12-31,23.0,长沙市非税收入管理局,AZ0021334,,,,2312362.0,0.2075
000014,沙河股份,2014-12-31,24.0,湖南省长沙电业局CJ.06,AZ0021333,,,,4000000.0,0.359
000014,沙河股份,2014-12-31,25.0,湖南省长沙电业局,AZ0006497,,,,670164.9,0.0602
000014,沙河股份,2015-12-31,26.0,河南科兴建设有限公司,AZ0005823,,,,24090550.0,0.1263
000014,沙河股份,2015-12-31,27.0,湖南省沙坪建筑有限公司,AZ0029474,,,,6636534.89,0.0347
000014,沙河股份,2015-12-31,28.0,深圳市建安(集团)股份有限公司,AZ0025957,,,,74609777.0,0.3911
000014,沙河股份,2015-12-31,29.0,河南豫安信息系统工程有限公司,AZ0005959,,,,8323600.0,0.0436
000014,沙河股份,2015-12-31,30.0,长沙新康建筑工程有限公司,AZ0018704,,,,8715466.0,0.045700000000000005
000016,深康佳A,2013-04-13,7.0,深圳市得润电子股份有限公司,AZ0343455,,002055,,94043500.0,0.0605
000016,深康佳A,2014-07-31,8.0,北京奥维云网大数据科技股份有限公司,AZ0130548,,,,599100.0,0.0575
000016,深康佳A,2014-12-31,9.0,深圳市艾博德科技股份有限公司,AZ0347058,,,,5038700.0,0.058899999999999994
000016,深康佳A,2015-08-08,10.0,苏州锦富技术股份有限公司,AZ0394077,,300128,,39142100.0,0.026600000000000002
000018,神城A退(退市),2015-12-31,1.0,CHIPMONGGROUPLTD.,AZ0021352,,,,36343828.24,0.024399999999999998
000018,神城A退(退市),2015-12-31,2.0,ZulinLSEngineeringCo.Limited,AZ0021354,,,,41504469.88,0.0278
000018,神城A退(退市),2015-12-31,3.0,UnibetonReadyMix,AZ0021350,,,,42154215.58,0.028300000000000002
000018,神城A退(退市),2015-12-31,4.0,"GOLDENB.S.TCONCRETECO.,LTD",AZ0021349,,,,43957152.1,0.029500000000000002
000018,神城A退(退市),2015-12-31,5.0,青海合一商贸有限公司,AZ0010678,,,,46364957.4,0.0311
000020,深华发A,2013-12-31,10.0,青岛海尔零部件采购有限公司,AZ0010547,,,,98133241.56,0.2198
000020,深华发A,2013-12-31,6.0,香港誉天国际投资有限公司,AZ0025922,,,,173527202.49,0.3887
000020,深华发A,2013-12-31,7.0,武汉恒深光电产业有限公司,AZ0021358,,,,20560124.11,0.0461
000020,深华发A,2013-12-31,8.0,格力电器(武汉)有限公司,AZ0003667,,,子公司,73072677.5,0.1637
000020,深华发A,2013-12-31,9.0,香港京东方光电科技有限公司,AZ0021359,,,,9657976.66,0.0216
000020,深华发A,2014-12-31,11.0,青岛海尔零部件采购有限公司,AZ0010547,,,,122720474.29,0.21739999999999998
000020,深华发A,2014-12-31,12.0,香港誉天国际投资有限公司,AZ0025922,,,,136379457.77,0.2416
000020,深华发A,2014-12-31,13.0,京东方科技(香港)有限公司,AZ0021360,,,,22947502.35,0.0407
000020,深华发A,2014-12-31,14.0,武汉恒生光电产业有限公司,AZ0016760,,,,27985217.75,0.0496
000020,深华发A,2014-12-31,15.0,格力电器(武汉)有限公司,AZ0003667,,,子公司,50241765.72,0.08900000000000001
000023,*ST深天(退市),2013-12-31,6.0,株洲众磊实业有限公司,AZ0021138,,,,31213038.8,0.044500000000000005
000023,*ST深天(退市),2013-12-31,7.0,中材亨达水泥有限公司,AZ0019408,,,,43575071.92,0.0621
000023,*ST深天(退市),2013-12-31,8.0,华润水泥投资有限公司,AZ0006727,,,,92963925.98,0.1326
000023,*ST深天(退市),2014-12-31,10.0,深圳市金宏源建材有限公司,AZ0013991,,,,24963422.21,0.0318
000023,*ST深天(退市),2014-12-31,11.0,中材亨达水泥有限公司,AZ0019408,,,,43824022.9,0.0558
000023,*ST深天(退市),2014-12-31,9.0,华润水泥投资有限公司,AZ0006727,,,,145516742.23,0.18530000000000002
000023,*ST深天(退市),2015-12-31,12.0,华润水泥投资有限公司,AZ0006727,,,,103254416.6,0.1367
000023,*ST深天(退市),2015-12-31,13.0,中材亨达水泥有限公司,AZ0019408,,,,31355151.15,0.0415
000023,*ST深天(退市),2015-12-31,14.0,深圳市伟业贸易有限公司,AZ0014223,,,,34696996.94,0.045899999999999996
000024,招商地产(退市),2015-02-16,1.0,深圳时代装饰股份有限公司,AZ0349194,,,,22132600.0,0.056100000000000004
000025,特力A,2015-12-31,1.0,一汽丰田汽车销售有限公司,AZ0017881,,,,111445306.09,0.8192
000025,特力A,2015-12-31,2.0,深圳市华通汽车配件有限公司,AZ0021366,,,,15970557.66,0.1174
000025,特力A,2015-12-31,3.0,丰田汽车(中国)投资有限公司,AZ0003130,,,,2161130.0,0.0159
000025,特力A,2015-12-31,4.0,深圳市新万兴实业有限公司,AZ0014241,,,,969539.0,0.0070999999999999995
000025,特力A,2015-12-31,5.0,广州新钜企业发展有限公司,AZ0004454,,,,992999.0,0.0073
000026,飞亚达,2015-12-31,1.0,劳力士(广州)有限公司,AZ0008614,,,,126129988.3,0.0654
000026,飞亚达,2015-12-31,2.0,宁波上亨钟表有限公司,AZ0010044,,,,211500391.9,0.1096
000026,飞亚达,2015-12-31,3.0,瑞韵达贸易(上海)有限公司,AZ0010915,,,,557159710.71,0.2888
000026,飞亚达,2015-12-31,4.0,深圳亨得利钟表有限公司,AZ0013721,,,,62152752.2,0.0322
000026,飞亚达,2015-12-31,5.0,深圳市华瑞日钟表有限公司,AZ0013944,,,,67806044.53,0.0351
000027,深圳能源,2015-12-31,1.0,大同煤矿集团有限公司,AZ0002621,,,,248819697.62,0.028999999999999998
000027,深圳能源,2015-12-31,2.0,中海石油气电集团有限责任公司广东贸易分公司,AZ0021369,,,,260824382.63,0.0304
000027,深圳能源,2015-12-31,3.0,内蒙古伊泰煤炭股份有限公司,AZ0031795,,900948,,425664898.83,0.0495
000027,深圳能源,2015-12-31,4.0,VOLTARIVERAUTHORITY,AZ0025975,,,,612109454.91,0.0712
000027,深圳能源,2015-12-31,5.0,神华销售集团有限公司华南销售分公司,AZ0014414,,,,833971248.25,0.0971
000028,国药一致,2013-03-19,1.0,广东嘉应制药股份有限公司,AZ0232270,,002198,,1938600.0,0.0187
000028,国药一致,2013-08-23,2.0,广州市香雪制药股份有限公司,AZ0241746,,300147,,10399900.0,0.0229
000028,国药一致,2014-06-23,10.0,深圳市驰名电器有限公司,AZ0348400,,,,479300.0,
000028,国药一致,2014-06-23,11.0,广州恒隆行生物科技有限公司,AZ0242226,,,,629000.0,
000028,国药一致,2014-06-23,12.0,上海百瑞洗涤设备有限公司,AZ0072292,,,,640000.0,
000028,国药一致,2014-06-23,13.0,深圳市沃尔奔达新能源股份有限公司,AZ0345027,,,,797400.0,
000028,国药一致,2014-06-23,3.0,浙江亚光科技股份有限公司,AZ0327073,,603282,,1126000.0,
000028,国药一致,2014-06-23,4.0,北京诚益通控制技术集团股份有限公司,AZ0140033,,300430,,1415000.0,
000028,国药一致,2014-06-23,5.0,广州华炜实业有限公司,AZ0237747,,,,1692000.0,
000028,国药一致,2014-06-23,6.0,广东申菱环境系统股份有限公司,AZ0234080,,301018,,3760000.0,
000028,国药一致,2014-06-23,7.0,深圳市顺兴宏业机电设备有限公司,AZ0348313,,,,3879100.0,
000028,国药一致,2014-06-23,8.0,深圳市鹏润节能有限公司,AZ0348587,,,,3959100.0,
000028,国药一致,2014-06-23,9.0,广州市东南科创科技有限公司,AZ0238651,,,,4555100.0,
000028,国药一致,2015-06-10,14.0,东杰智能科技集团股份有限公司,AZ0078232,,300486,,22290600.0,0.056299999999999996
000028,国药一致,2015-06-10,15.0,成都康弘药业集团股份有限公司,AZ0259005,,002773,,62931600.0,0.042699999999999995
000030,富奥股份,2013-12-31,1.0,日本JCS公司,AZ0021372,,,,124349930.26,0.0355
000030,富奥股份,2013-12-31,2.0,青岛钰也发展股份有限公司,AZ0010658,,,,128250000.0,0.0366
000030,富奥股份,2013-12-31,3.0,万向钱潮股份有限公司,AZ0016207,,000559.SZ,,61431900.0,0.0175
000030,富奥股份,2013-12-31,4.0,天津华舜汽配制造集团有限公司,AZ0015725,,,,67287590.0,0.0192
000030,富奥股份,2013-12-31,5.0,长春北特汽车零部件有限公司,AZ0018569,,,,91830087.0,0.0262
000030,富奥股份,2014-12-31,10.0,万向钱潮股份有限公司,AZ0016207,,000559.SZ,,64594500.0,0.0197
000030,富奥股份,2014-12-31,6.0,青岛钰也发展股份有限公司,AZ0010658,,,,102120000.0,0.031200000000000002
000030,富奥股份,2014-12-31,7.0,上海采埃孚伦福德底盘技术有限公司,AZ0012174,,,,53293813.15,0.0163
000030,富奥股份,2014-12-31,8.0,日本JCS公司,AZ0021372,,,,55371527.58,0.0169
000030,富奥股份,2014-12-31,9.0,天津华舜汽配制造集团有限公司,AZ0015725,,,,59070000.0,0.018000000000000002
000030,富奥股份,2015-12-31,11.0,黄骅聚金五金制品有限公司,AZ0006835,,,,43923343.22,0.016200000000000003
000030,富奥股份,2015-12-31,12.0,天津华舜汽配制造集团有限公司,AZ0015725,,,,51930000.0,0.0192
000030,富奥股份,2015-12-31,13.0,建新赵氏集团有限公司,AZ0007244,,,,58230000.0,0.0216
000030,富奥股份,2015-12-31,14.0,青岛钰也发展股份有限公司,AZ0010658,,,,65230000.0,0.0242
000030,富奥股份,2015-12-31,15.0,长春北特汽车零部件有限公司,AZ0018569,,,子公司,78753700.0,0.0292
000032,深桑达A,2013-12-31,10.0,深圳市森松尼电子科技有限公司,AZ0014145,,,,81632398.56,0.0501
000032,深桑达A,2013-12-31,6.0,梅州市多精彩电子科技有限公司,AZ0009250,,,,231976627.7,0.1423
000032,深桑达A,2013-12-31,7.0,北京丰永昊贸易有限公司,AZ0021374,,,,50620435.9,0.0311
000032,深桑达A,2013-12-31,8.0,深圳桑菲消费通信有限公司,AZ0013771,,,,59963008.93,0.0368
000032,深桑达A,2013-12-31,9.0,深圳市合丰泰光电显示有限公司,AZ0026008,,,,62444504.43,0.0383
000032,深桑达A,2014-12-31,11.0,梅州市多精彩电子科技有限公司,AZ0009250,,,,110802617.48,0.0827
000032,深桑达A,2014-12-31,12.0,深圳桑菲消费通信有限公司,AZ0013771,,,,145588433.33,0.10859999999999999
000032,深桑达A,2014-12-31,13.0,深圳市森松尼电子科技有限公司,AZ0014145,,,,220005655.03,0.1641
000032,深桑达A,2014-12-31,14.0,珠海经济区飞利浦家庭电器有限公司,AZ0021377,,,,23342450.54,0.0174
000032,深桑达A,2014-12-31,15.0,深圳市合丰泰光电显示有限公司,AZ0026008,,,,38105703.82,0.028399999999999998
000032,深桑达A,2015-12-16,16.0,深圳市康莱米电子股份有限公司,AZ0343345,,,,8835800.0,0.1493
000032,深桑达A,2015-12-31,17.0,无锡万辉祥不锈钢有限公司,AZ0016591,,,,111090397.87,0.0453
000032,深桑达A,2015-12-31,18.0,深圳市亚太兴实业有限公司,AZ0014264,,,,141992471.38,0.0579
000032,深桑达A,2015-12-31,19.0,深圳市森松尼电子科技有限公司,AZ0014145,,,,178482669.47,0.0728
000032,深桑达A,2015-12-31,20.0,无锡洛仕菲国际贸易有限公司,AZ0016517,,,,55913078.85,0.022799999999999997
000032,深桑达A,2015-12-31,21.0,梅州市多精彩电子科技有限公司,AZ0009250,,,,74404595.11,0.030299999999999997
000033,新都退(退市),2013-12-31,10.0,深圳市福田区深港源杂货经营部,AZ0021380,,,,947262.3,0.10800000000000001
000033,新都退(退市),2013-12-31,6.0,深圳市福田区深健杂货商行,AZ0021378,,,,3567400.9,0.4069
000033,新都退(退市),2013-12-31,7.0,深圳市堡兴达酒店用品有限公司,AZ0021379,,,,526490.5,0.0601
000033,新都退(退市),2013-12-31,8.0,深圳市宝隆商贸有限公司,AZ0021381,,,,545486.3,0.0622
000033,新都退(退市),2013-12-31,9.0,深圳市万华酒店用品有限公司,AZ0014216,,,,738980.0,0.0843
000033,新都退(退市),2014-12-31,11.0,深圳市福田区深健杂货商行,AZ0021378,,,,3312910.75,0.3034
000033,新都退(退市),2014-12-31,12.0,深圳市罗湖区伯仲贸易商行,AZ0021382,,,,406317.2,0.037200000000000004
000033,新都退(退市),2014-12-31,13.0,深圳市万华酒店用品有限公司,AZ0014216,,,,525036.85,0.0481
000033,新都退(退市),2014-12-31,14.0,深圳市民福泰业家具有限公司,AZ0014088,,,,586864.0,0.0537
000033,新都退(退市),2014-12-31,15.0,深圳市福田区深港源杂货经营部,AZ0021380,,,,953504.6,0.0873
000033,新都退(退市),2015-12-31,16.0,北京麦道时空广告有限公司,AZ0001180,,,,1342000.0,0.0817
000033,新都退(退市),2015-12-31,17.0,深圳市福田区深健杂货商行,AZ0021378,,,,2309703.51,0.1407
000033,新都退(退市),2015-12-31,18.0,汕头市亿丰旅游用品有限公司,AZ0012054,,,,639019.95,0.038900000000000004
000033,新都退(退市),2015-12-31,19.0,福建泉州酒立方酒业有限公司,AZ0003341,,,,7027252.0,0.4279
000033,新都退(退市),2015-12-31,20.0,深圳市福田区深港源杂货经营部,AZ0021380,,,,729541.89,0.0444
000034,神州数码,2013-12-31,10.0,中纺天泽油脂(大连)有限公司,AZ0019459,,,,18715083.15,0.044500000000000005
000034,神州数码,2013-12-31,6.0,深圳天俊粮油进出口有限公司,AZ0021383,,,,11312846.2,0.0269
000034,神州数码,2013-12-31,7.0,中粮新沙粮油工业(东莞)有限公司,AZ0020374,,,,14513370.6,0.0345
000034,神州数码,2013-12-31,8.0,深圳市瑞丰粮食贸易有限公司,AZ0014125,,,,14614483.5,0.0348
000034,神州数码,2013-12-31,9.0,吉林云天化农业发展有限公司,AZ0007042,,,子公司,14909517.1,0.0355
000034,神州数码,2014-12-31,11.0,广东盟星粮油有限公司,AZ0003841,,,,13888362.1,0.0373
000034,神州数码,2014-12-31,12.0,五得利集团深州面粉有限公司,AZ0016678,,,,15382540.0,0.041299999999999996
000034,神州数码,2014-12-31,13.0,广州英恒饲料有限公司,AZ0004474,,,,15645994.7,0.042
000034,神州数码,2014-12-31,14.0,深圳市瑞丰粮食贸易有限公司,AZ0014125,,,,20948763.3,0.056299999999999996
000034,神州数码,2014-12-31,15.0,深圳天俊粮油食品进出口公司,AZ0014351,,,,21521549.3,0.057800000000000004
000034,神州数码,2015-12-31,16.0,上海浦耀贸易有限公司,AZ0012905,,,,20467740.35,0.05
000034,神州数码,2015-12-31,17.0,松下电器(中国)有限公司上海分公司,AZ0032865,,,,23314828.69,0.057
000034,神州数码,2015-12-31,18.0,深圳市顺升粮食贸易有限公司,AZ0014183,,,,23745766.1,0.057999999999999996
000034,神州数码,2015-12-31,19.0,深圳市瑞丰粮食贸易有限公司,AZ0014125,,,,26026250.0,0.0636
000034,神州数码,2015-12-31,20.0,广州英恒饲料有限公司,AZ0004474,,,,27344668.23,0.0668
000035,中国天楹,2014-12-31,1.0,安徽金鼎锅炉股份有限公司,AZ0000213,,,,13641025.57,0.0248
000035,中国天楹,2014-12-31,2.0,南通丰汇建设有限公司,AZ0009687,,,,137522724.0,0.2501
000035,中国天楹,2014-12-31,3.0,杭州汽轮机股份有限公司,AZ0025566,,200771,,18728205.12,0.0341
